Return AMZN;Returns S&P
-0.461970871985734;1.591608159
0.588264857206915;0.311083259
-1.82817857212269;0.054537178
-1.71596202828264;0.399321769
2.67168588560556;0.287758302
-2.43350975028396;0.174523163
-2.29770260880831;-0.942544577
1.37255762112455;0.829145632
-1.37255762112455;0.242348622
-0.165035207779776;-1.088212662
0.368991193934392;1.242215106
-1.44444044172936;-1.065438625
0.665615764395193;-1.912665764
-4.1852533743192;-2.2389779
-0.926623664401672;0.458755857
-0.692270996499742;-0.421205753
2.70007482179164;0.486828282
2.63701992401516;-1.188812581
-0.493156418344058;-0.987779889
-5.35579175011538;1.416530528
-0.632940195656515;1.288952056
0.826237729502108;-0.548935039
-2.68906264067544;-3.163585611
1.2428883209929;0.289293031
-0.478181252387014;-0.890280294
1.02189171206078;1.295584243
-0.569267861303847;-0.223506976
2.29952860087224;0.96338825
-0.358700697430796;-0.274836618
-1.79608097536345;1.784065321
-1.04345884807756;0.422900492
1.51033546343103;0.656315752
-0.475387145177973;0.218423491
0.416087724732164;-0.104640496
-0.654628480170619;-1.217664478
2.09325925536541;0.967351911
-1.27776117460346;-0.208320871
0.169065975051018;0.140439271
5.05582181320576;1.010725769
0.791780839003925;0.232773131
0.286373597083137;0.04291091
2.07538305070305;0.37291564
0.295218514265757;1.391028239
0.926573671677566;-0.017561128
-0.996411874305747;0.171127187
1.30336784100636;0.451435475
2.32507504015961;0.403337442
-1.32631555425028;-0.021736957
-0.524817305385615;0.045209303
0.502045786756067;0.774901483
-0.342034323347329;0.580479533
1.07535988823073;-0.032589923
-1.83197627803977;-0.509942676
0.0920136532824793;0.50823598
-0.931748178923194;0.714537748
-0.948318072177654;-0.550844768
5.09300856475029;-0.170562174
0.24463632597142;0.073745117
0.044412615693696;0.566714641
1.07473026809761;0.004265861
-0.594823110259663;-0.327824247
-2.96008305227602;0.738645411
-0.243063542648657;0.789672875
3.04834908607038;0.168287888
-0.510301752920716;-0.589404277
4.41648973913171;0.336866123
-0.640532389956876;0.666166854
0.810641586490529;0.176505056
-0.73926480857889;0.068516658
2.89711933774771;1.108836261
1.06171832783013;0.084218438
-2.53495218027311;-1.625798237
0.182709121960314;0.451114103
1.23506022468659;0.802604539
1.53462467163427;-0.101951682
2.46876367547939;0.226132103
-4.39945042621472;0.709826739
2.39400298043553;-0.430570397
-3.52126921407606;-2.365964027
-1.89791239339874;0.644195803
1.69350139711297;1.286018033
-3.32131806241927;-1.678781024
0.284059322347883;1.303525799
-5.73253057785008;-2.41271998
0.84368579990555;-0.660834225
-1.71009097288641;-3.288844091
-2.94081175423375;-1.542664571
4.92548151241573;4.303470364
-0.634184360469176;-0.340307557
2.58024224238964;1.36459925
-1.80904461333271;-1.221950029
-2.26163639730551;-1.897898078
0.295218514265757;0.110875301
-2.06128617135327;-1.429763127
-1.34733415654146;-0.514346886
-3.99561712957085;-3.975579582
2.48332028578195;1.491263204
-0.490115333489956;-1.299204634
2.21889252098905;0.035387487
-1.33029091222156;-0.567707858
2.79318551287611;3.23473123
-0.983508895118435;-1.245189288
-1.78533171979594;-1.73143531
2.46055294518549;2.551442816
1.92109806468466;0.404319183
-4.76375058418601;-3.501744193
-0.620963677746943;-1.362446599
-2.63250080436362;1.091626736
-0.785636142294474;-0.595939713
4.39685530075916;2.907984622
-0.146198857637381;0.437011596
0.648145343420336;-0.18062942
2.4016744756171;2.322245007
0.0472972346430213;-0.055608925
-0.799088864605795;0.128218607
-0.0476696336388065;0.13162644
-2.64126710444116;-0.386429831
-0.196034530654666;-1.620122456
-0.705615840072088;-0.298993969
-2.6025282448306;-1.694628353
2.23131972983893;0.285528253
-2.6802248912362;-0.20360101
-8.12248031851791;-3.15082303
0.596688777333203;-1.016445369
1.54393857217874;-0.324571348
-1.65383143987771;-0.467327173
0.839420086416394;0.534472637
3.01602531112449;3.085002306
2.42990486803793;0.936865451
0.890875334085294;0.717806382
1.90063580216072;0.073263355
3.4054943528321;1.52618229
-0.283457564091313;-0.015514378
-1.01077237702341;0.119538808
-2.96841587813775;-2.924290916
1.21630824657808;0.596406948
0.133307801778058;1.135187374
-2.24823010561585;-1.290269898
2.22324946656368;2.22636877
-1.00444218124394;0.818641997
-0.396174488839011;1.113790909
-1.07843358725813;-0.104990836
0;-0.694603269
-0.230775778567685;-0.41672926
0.877533213801344;0.006349784
1.83229282210742;2.178352809
1.93828330430973;-0.480789427
4.12858954045234;0.60328778
0.195763733546229;-0.126932927
0.382592684361527;-0.371091561
0.396652265844256;0.546808674
0.904072912781465;-0.598528119
-3.21259486208572;-2.858340609
0.530798638183709;-0.5393267
-1.48858151682889;-0.403169039
1.10066351949047;0.01204514
2.18892432276786;1.211848944
0.611191423537383;0.148168038
-1.61732321560317;-1.708043558
0.148828601091014;-0.366975441
-0.912102564882137;-0.404849074
-1.64858512094239;-1.461876814
1.84586275757737;0.328394475
-1.58121526360691;-0.771446625
1.41552900337894;1.645071029
-2.27618180544417;-1.482861123
0.836623806283316;0.039071798
5.95543809339792;2.907773638
2.03219685232556;0.903985342
2.61327717898529;1.313239363
-1.13764643815247;-1.153749146
1.38951287581772;0.641805922
0.887245361139493;0.482065243
1.45678055306923;0.485154493
1.82955603528008;1.106912608
0.467639242722442;-0.071337319
-0.206046091503594;0.353488318
1.82579360325293;-0.036440996
0.128184866470238;0.082651443
1.98924916096685;1.509528778
-0.377451033754599;-0.256731344
0.727135678180348;-0.48371728
0.669560052429008;-0.836623996
5.02688261035803;2.097291564
-0.849740219658538;-0.568355339
0.206852493773585;0.483866074
-0.44556978266083;-0.259111314
-1.22134533963944;-0.308848645
-2.15601294355987;0.440671431
1.08703235860794;-0.806738658
3.46584749579967;2.064672277
-3.45941549977113;-0.06722302
0.558290669842551;-0.164787549
-0.461806339188417;0.610361247
-1.63332685617705;0.014582638
2.22942066558561;0.381148431
-0.840690351783152;0.709578551
0.23173554205379;-0.364803219
5.69226333850403;0.202543218
-0.658138274336831;0.721763509
-3.03533221272921;-1.600464444
0;1.046908302
3.89370841083204;0.17723371
2.49040342994671;0.238640854
-0.0768964625934784;0.214467009
0.560554356680077;0.001688554
-1.44612373632436;-0.269421008
-0.400777577295229;0.112421713
-0.969682689945808;-0.043938336
-1.61682178341579;0.094608562
1.24088451938964;0.772933572
2.31786525199288;0.367130674
0.272668816346668;1.909930469
1.0833258825111;0.391507906
0.711871933739304;-0.212321016
-1.00509287352053;-0.808489488
1.78118675672493;0.436653397
-1.72247902823418;-0.425114999
-2.79143383723534;-1.187876614
-4.17831390541348;-0.121817736
-0.707338445406765;-1.633815726
0.36061595463918;0.021214038
3.60946532485366;1.524058305
0.395154768187759;0.253715186
3.32359095524482;-0.157660834
-1.29361916553208;-1.438703214
5.24074357092991;1.481271626
-0.0282144171279023;-0.749659212
1.2840502685797;-0.137980972
-2.30504781961984;-0.608871566
0.653509363619225;2.138662188
-0.0113311430316615;1.273710016
-0.482670946044013;0.259985431
1.34003080969943;-0.129908225
-0.721495139692079;0.051494768
-0.271914858571468;0.369492551
